sentence,label,alpha,id,word_count
per update receive team understand contact confirm visit workshop per convenience,3,a,1172,11
look buy find automatic,0,a,1173,4
yes actual model,1,a,1174,3
bad possible customer service motor dealership inform invoice amount service hold vehicle amount concerned give bad name,3,a,1176,17
amaze click keep share picture video journey,3,a,1177,7
motor service industrial area,3,a,1178,4
please share vehicle variant well quicker assistance,3,a,1179,7
broke way amritsar start take gear put automatic manual mode drive happen stuck ludhiana city holiday hence one staff motor,2,a,1180,20
stuck road blue model please help disgust service one pick call,3,a,1182,11
cable charge air condition cabin technologically advanced give world class comfort every ride know click india,3,a,1183,16
bad quality service motor,3,a,1185,4
concern resolve yet,3,a,1186,3
apologize experience share valuable input relevant team rest assure customer service satisfaction utmost importance get back need assistance glad help,3,a,1187,20
yes consumer response data available,0,a,1188,5
long warranty warranty cover,0,a,1189,4
per update receive team understand contact share necessary information regard concern assistance request get touch surely help,3,a,1191,17
bought first car day front glass crack automatically try explain showroom refuse accept fault give car disappointed gift father,3,a,1194,19
road price indore,3,a,1195,3
thank keep show love support,3,a,1197,5
thank reach suggest visit near motor dealership get best guidance per query locate near dealer please click link,3,a,1198,18
one bad problem car happen,4,a,1199,5
option car upgrade two year additional cost,1,a,1200,7
test drive require,1,a,1201,3
electronic dashboard cluster help keep track performance take business zenith success discover technological advance click india,3,a,1203,16
request kindly submit query,3,a,1204,4
take many selfies want without run battery enjoy journey comfort winger,3,a,1205,11
glad hear safety customer utmost importance hence aim building vehicle nothing best quality,3,a,1206,13
souvenir bonfire create warm memory brotherhood end drive,3,a,1208,8
misbehave tell never receive car although give damage mismatch paint bumper also previously adjust money charge extra past bill refuse take extra time,3,a,1210,23
glad hear honor customer like keep share picture video journey,3,a,1211,10
customer complain motor service related problem return service center start casual approach solve problem say complain karo,3,a,1212,17
send area,2,a,1213,2
cause rust buildup burst pipe cool system,4,a,1214,7
tire sidewall split thin long metal show,4,a,1216,7
build quality rainwater seep passenger foot well result fungus mold,3,a,1217,10
would really like know wrong kindly elaborate concern also provide vehicle model car chassis number dealer detail via relevant team contact assistance,3,a,1219,22
mileage derive vehicle function many condition vary customer customer depend road condition drive pattern,3,a,1220,14
feature help well star rating,3,a,1221,5
cooperative staff workshop delhi satisfied service,3,a,1222,6
would really like know wrong please elaborate concern also share contact information vehicle model dealer detail via well assist concern,3,a,1223,20
kindly share contact number dealer detail via relevant team connect assist,3,a,1224,11
water pump gasket dead,4,a,1225,4
also would like look difficulty face infotainment system please share contact information dealer detail vehicle chassis number via quickly connect assist,3,a,1226,21
recently put new battery car mine die rev loudly normal,4,a,1227,10
dad discus first car option,4,a,1228,5
indeed truth people say disappointed service wait hour one service outlet improve indeed brand doom,3,a,1229,15
sorry face would like help please share contact detail car chassis number amp dealer information via soon contact help improve experience motor,3,a,1230,22
best car get around chicago,0,a,1231,5
concerned hear problem face would like help please share contact information vehicle chassis number dealership detail via relevant team assist soon,3,a,1232,21
last year disappointed car low speed city traffic work consistently feel sudden acceleration jerk low gear service center update,3,a,1233,19
completely understand urgency acknowledge detail via inform team concern soon connect assist,3,a,1234,12
motor call car delivery,3,a,1235,4
want help kindly alternate contact number forward concern relevant team,3,a,1236,10
profit pollution jab road par ace,3,a,1237,6
nearly month since bought version face follow issue infotainment hang quite often android auto lag period rear wiper fall poor city drive mileage auto issue hop thing sort,3,a,1238,28
would definitely help kindly share contact detail car chassis number dealer information via team connect assist,3,a,1239,16
would like start career motor pursue pa march accommodate assure contribute best loyal towards actually would like work drive one,3,a,1240,20
team recently bought face issue feel lot vibration steer raise complaint say normal drive car vibration vibration,3,a,1241,17
never want customer experience sincerely apologize inconvenience cause,3,a,1242,8
